"to","from","n"
"Ivana.Cecilia.Patton@dtaa.com","Cyrus.Macaulay.Middleton@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Edward.Plato.Parks@dtaa.com",24
"Ivana.Cecilia.Patton@dtaa.com","Elvis.Hamilton.Sandoval@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Emerald.Glenna.Lester@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Ferris.Samuel.Weiss@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Ginger.Geraldine.Petty@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Giselle.Shellie.Barnett@dtaa.com",9
"Ivana.Cecilia.Patton@dtaa.com","Glenna.Leah.Holman@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Howard.Jonathan.Contreras@dtaa.com",17
"Ivana.Cecilia.Patton@dtaa.com","Ina.Karyn.Wilkerson@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","India.Karina.Todd@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Isaiah.Hyatt.Talley@dtaa.com",22
"Ivana.Cecilia.Patton@dtaa.com","Jameson.William.Schultz@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Kendall.Imani.Lancaster@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Lee.Yen.Frazier@dtaa.com",14
"Ivana.Cecilia.Patton@dtaa.com","Nicole.Maris.Valentine@dtaa.com",9
"Ivana.Cecilia.Patton@dtaa.com","Olivia.Lacy.Mcpherson@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Paki.Jason.Emerson@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Perry.Reese.Morton@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Robert.Cooper.Holloway@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Robert.Herrod.Walter@dtaa.com",15
"Ivana.Cecilia.Patton@dtaa.com","Rudyard.Talon.Hickman@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Sonia.Nerea.Love@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Suki.Ginger.Estes@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Tad.Gabriel.Mays@dtaa.com",18
"Ivana.Cecilia.Patton@dtaa.com","Tanek.Zeph.Dorsey@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Tanya.Wanda.Wise@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Tobias.Brady.Fletcher@dtaa.com",16
"Ivana.Cecilia.Patton@dtaa.com","Xenos.Benjamin.Byers@dtaa.com",1
"Ivana.Cecilia.Patton@dtaa.com","Yeo.Xyla.Garner@dtaa.com",1
"Ivana.Kameko.Cantu@sbcglobal.net","Ingrid.Alma.Fields@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Alma.Barbara.Moon@dtaa.com",3
"Ivana.Octavia.Terrell@dtaa.com","Autumn.Shaeleigh.Fox@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Barclay.Adrian.Weiss@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Benjamin.Gannon.Rodriquez@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Calvin.Asher.Nguyen@dtaa.com",2
"Ivana.Octavia.Terrell@dtaa.com","Carl.Branden.Moses@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Chase.Castor.Rush@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Christen.Portia.Solis@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Ciara.Wynne.Acevedo@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Cole.Thaddeus.Ellison@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Cora.Rose.Graves@dtaa.com",5
"Ivana.Octavia.Terrell@dtaa.com","Craig.Duncan.Moreno@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Damon.Hyatt.Boyle@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Evelyn.Jane.Wong@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Garrison.Davis.Knight@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Germaine.Cameran.Irwin@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Gisela.Kelsie.Yates@dtaa.com",4
"Ivana.Octavia.Terrell@dtaa.com","Graiden.Tanek.Christensen@dtaa.com",5
"Ivana.Octavia.Terrell@dtaa.com","Haviva.Riley.Nelson@dtaa.com",6
"Ivana.Octavia.Terrell@dtaa.com","Herrod.Stewart.Monroe@dtaa.com",4
"Ivana.Octavia.Terrell@dtaa.com","Imani.Doris.Meyer@dtaa.com",3
"Ivana.Octavia.Terrell@dtaa.com","Jack.Nicolas.Christensen@dtaa.com",4
"Ivana.Octavia.Terrell@dtaa.com","Jaime.Blaine.Robbins@dtaa.com",8
"Ivana.Octavia.Terrell@dtaa.com","Jameson.Orlando.Sosa@dtaa.com",4
"Ivana.Octavia.Terrell@dtaa.com","Jane.Amela.Richards@dtaa.com",7
"Ivana.Octavia.Terrell@dtaa.com","Jane.Odessa.Mccullough@dtaa.com",5
"Ivana.Octavia.Terrell@dtaa.com","Jerome.Levi.Mcclain@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Jolene.Cameron.Jacobs@dtaa.com",2
"Ivana.Octavia.Terrell@dtaa.com","Kendall.Nevada.Coffey@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Kyle.Ashton.James@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Mariam.Roary.Jacobs@dtaa.com",3
"Ivana.Octavia.Terrell@dtaa.com","Matthew.Lyle.Manning@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Mollie.Jemima.Roth@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Neil.Tad.Cochran@dtaa.com",4
"Ivana.Octavia.Terrell@dtaa.com","Nerea.Joy.Richardson@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Nyssa.Zephr.Tyler@dtaa.com",5
"Ivana.Octavia.Terrell@dtaa.com","Octavia.Claudia.Bell@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Odessa.Susan.Bowman@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Odysseus.Finn.Shepherd@dtaa.com",2
"Ivana.Octavia.Terrell@dtaa.com","Orson.Abbot.Walker@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Paula.Dorothy.Dalton@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Phoebe.Hedy.Pittman@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Samuel.Paul.Burns@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Seth.Kasper.Nelson@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Shelley.Quynn.Emerson@dtaa.com",3
"Ivana.Octavia.Terrell@dtaa.com","Solomon.Ryan.Mckinney@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Stephen.Timothy.Waters@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Suki.Mallory.Baker@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Uta.Adele.Powers@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Wade.Warren.Rivers@dtaa.com",2
"Ivana.Octavia.Terrell@dtaa.com","Xander.Byron.Walter@dtaa.com",1
"Ivana.Octavia.Terrell@dtaa.com","Xena.Uma.Gibson@dtaa.com",7
"Ivana.Octavia.Terrell@dtaa.com","Yuri.Kylan.Weaver@dtaa.com",5
"Ivana.Octavia.Terrell@dtaa.com","Yvonne.Desiree.Gutierrez@dtaa.com",2
"Ivana.Sasha.Blankenship@dtaa.com","Allen.Garrison.Wright@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Blake.Chadwick.Vaughan@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Brock.Reese.Stanley@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Chava.Alisa.Porter@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Cherokee.Germane.Stokes@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Daniel.Phillip.Bauer@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Donna.Carissa.Herrera@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Edward.Benjamin.Buck@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Fay.Tatum.Pierce@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Francesca.Kylie.Russo@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Garrett.Armando.Porter@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Giacomo.Russell.Moreno@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Gil.Walker.Gaines@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Glenna.Leah.Holman@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Haviva.Jada.Molina@dtaa.com",8
"Ivana.Sasha.Blankenship@dtaa.com","Hunter.Stephen.Slater@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Ingrid.Alma.Fields@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Joan.Fiona.Mercer@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Kelsey.Olivia.Mosley@dtaa.com",19
"Ivana.Sasha.Blankenship@dtaa.com","Macy.Imani.Mclean@dtaa.com",13
"Ivana.Sasha.Blankenship@dtaa.com","Maggie.Quemby.Mccray@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Megan.Brynn.Snyder@dtaa.com",16
"Ivana.Sasha.Blankenship@dtaa.com","Norman.Levi.Bentley@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Palmer.Ahmed.Sutton@dtaa.com",10
"Ivana.Sasha.Blankenship@dtaa.com","Perry.Reese.Morton@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Quynn.Rylee.Hood@dtaa.com",18
"Ivana.Sasha.Blankenship@dtaa.com","Raven.Shellie.Owen@dtaa.com",19
"Ivana.Sasha.Blankenship@dtaa.com","Rebekah.Naomi.Russell@dtaa.com",14
"Ivana.Sasha.Blankenship@dtaa.com","Rhea.Lacey.Harmon@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Ria.Hiroko.Barnes@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Samuel.Paul.Burns@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Thomas.Jacob.Booth@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Upton.Kevin.Wilcox@dtaa.com",1
"Ivana.Sasha.Blankenship@dtaa.com","Wallace.Mannix.Deleon@dtaa.com",21
"Ivana.Sasha.Blankenship@dtaa.com","Yeo.Fredericka.Thornton@dtaa.com",1
"Ivor.Asher.Bradshaw@msn.com","Amelia.Justina.Horn@dtaa.com",2
"Ivor.Kuame.Contreras@harris.com","Ross.Tanner.Clements@dtaa.com",1
"Ivor.Rajah.Stevenson@earthlink.net","Matthew.Lyle.Manning@dtaa.com",1
"Ivor.Talon.Hess@gmail.com","Cameron.Jonathan.Thomas@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Aladdin.Brody.Mclean@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Amos.Jermaine.Lane@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Baker.Vladimir.Wells@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Barclay.Lamar.Mclaughlin@dtaa.com",2
"Ivory.Ann.Shelton@dtaa.com","Britanney.Maile.Wallace@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Castor.Chaim.Combs@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Chase.Jakeem.Manning@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Chiquita.Fallon.Burris@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Cole.Basil.Nunez@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Dane.Bert.Mcfadden@dtaa.com",3
"Ivory.Ann.Shelton@dtaa.com","Daquan.Wing.Gutierrez@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Dominic.Zeph.Johns@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Ferris.Samuel.Weiss@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Garrett.Nehru.Gordon@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Ginger.Lana.Watts@dtaa.com",4
"Ivory.Ann.Shelton@dtaa.com","Guy.Caesar.Finch@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Hunter.Flynn.Pope@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Illiana.Wynter.Simmons@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Janna.Aretha.Woodward@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Kennan.Thane.Chavez@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Laith.Dante.Forbes@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","MacKenzie.Yael.Beasley@dtaa.com",2
"Ivory.Ann.Shelton@dtaa.com","Mari.Jamalia.Owen@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Maxine.Priscilla.Stewart@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Mercedes.Stephanie.Calderon@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Mufutau.Kadeem.Dickson@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Nadine.Anjolie.Gregory@dtaa.com",3
"Ivory.Ann.Shelton@dtaa.com","Nichole.Nadine.Garner@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Nicole.Roary.Roberts@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Rhona.Paula.Hammond@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Roth.Isaac.Dyer@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Ruth.Daphne.Carver@dtaa.com",2
"Ivory.Ann.Shelton@dtaa.com","Samuel.Paul.Burns@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Shannon.Iola.Frye@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Silas.Hop.Walker@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Sloane.Lacey.Mcmahon@dtaa.com",1
"Ivory.Ann.Shelton@dtaa.com","Yeo.Xyla.Garner@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Anika.Judith.Valentine@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Anne.Zia.Hawkins@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Benedict.Ivan.Rowe@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Brandon.Griffin.Pace@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Chancellor.Lee.Ratliff@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Chiquita.Fallon.Burris@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Christian.Thomas.Copeland@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Eden.Boris.Chase@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Emmanuel.Casey.Wiggins@dtaa.com",5
"Ivy.Hiroko.Sears@dtaa.com","Evelyn.Xena.Santana@dtaa.com",11
"Ivy.Hiroko.Sears@dtaa.com","Giselle.Shellie.Barnett@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Hamish.Keith.Hart@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Hammett.Keegan.Powell@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Jane.Erica.Davis@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Jena.Vanna.White@dtaa.com",25
"Ivy.Hiroko.Sears@dtaa.com","Jerome.Alec.Wallace@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Jolene.Martha.Blake@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Jonathan.Gary.Casey@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Josephine.Sylvia.Parsons@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Kelly.Cade.Barnes@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Laura.Moana.Rowland@dtaa.com",43
"Ivy.Hiroko.Sears@dtaa.com","Lee.Griffin.Rasmussen@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Levi.Keegan.Foley@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Magee.Kane.Delgado@dtaa.com",2
"Ivy.Hiroko.Sears@dtaa.com","Mercedes.Stephanie.Calderon@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Morgan.Gretchen.Nunez@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Myra.Casey.Lambert@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Nola.Rinah.Melton@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Octavia.Ella.Murray@dtaa.com",22
"Ivy.Hiroko.Sears@dtaa.com","Odessa.Hanna.Estrada@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Oscar.Camden.Graham@dtaa.com",22
"Ivy.Hiroko.Sears@dtaa.com","Palmer.Ahmed.Sutton@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Palmer.Nathaniel.Church@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Quon.Rana.Flynn@dtaa.com",16
"Ivy.Hiroko.Sears@dtaa.com","Raven.Shellie.Owen@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Rigel.Dominic.Bowman@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Ross.Dean.Sharpe@dtaa.com",1
"Ivy.Hiroko.Sears@dtaa.com","Solomon.Ryan.Mckinney@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Avram.Nasim.Roach@dtaa.com",2
"Ivy.Inez.Sharpe@dtaa.com","Barclay.Lamar.Mclaughlin@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Benjamin.Griffin.Mclaughlin@dtaa.com",2
"Ivy.Inez.Sharpe@dtaa.com","Branden.Logan.Whitehead@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Brenden.Rahim.Sweeney@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Cameran.Sheila.Conrad@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Celeste.Quintessa.Rivera@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Chancellor.Lee.Ratliff@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Cole.Thor.Manning@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Denton.Thor.Espinoza@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Edan.Colton.Richards@dtaa.com",2
"Ivy.Inez.Sharpe@dtaa.com","Eden.Ahmed.Fitzgerald@dtaa.com",2
"Ivy.Inez.Sharpe@dtaa.com","Eden.Boris.Chase@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Edward.Hu.Pickett@dtaa.com",3
"Ivy.Inez.Sharpe@dtaa.com","Eric.Ulric.Conley@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Fritz.Buckminster.Patton@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Grady.Calvin.Morin@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Halee.Tallulah.Wynn@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Hall.Curran.Hood@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Hector.Davis.Ellison@dtaa.com",2
"Ivy.Inez.Sharpe@dtaa.com","Ivan.Allistair.Bender@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Jakeem.Leonard.Clark@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Jeremy.Logan.Hill@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Julie.Cecilia.Arnold@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Julie.Michelle.Weeks@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Kato.Rafael.Hubbard@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Keefe.Darius.Duran@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Leo.Edward.Hopkins@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Merrill.Neil.Bishop@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Moses.Quincy.Finch@dtaa.com",3
"Ivy.Inez.Sharpe@dtaa.com","Phoebe.Orla.Holloway@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Rebekah.Orla.Moreno@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Ryder.Ivan.Bowers@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Sage.Hilda.Woodard@dtaa.com",1
"Ivy.Inez.Sharpe@dtaa.com","Tamekah.Jena.Raymond@dtaa.com",2
"Ivy.Inez.Sharpe@dtaa.com","Xena.Roary.Goodman@dtaa.com",1
"Jack.Cooper.Robinson@aol.com","Amela.Libby.Bird@dtaa.com",2
"Jack.Cooper.Robinson@aol.com","Raja.Holmes.Tyler@dtaa.com",1
"Jack.Cooper.Robinson@aol.com","Willa.Lara.Marshall@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Ahmed.Merrill.Rodgers@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Albert.Colt.Wiggins@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Aline.Vanna.Rojas@dtaa.com",2
"Jack.Dexter.Hester@dtaa.com","Amir.August.Roy@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Arden.Chaim.Cohen@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Audrey.Shea.Joyce@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Brenna.Adria.Kline@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Caleb.Ezra.Weber@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Courtney.Alexis.Cummings@dtaa.com",3
"Jack.Dexter.Hester@dtaa.com","Dante.Elmo.Weber@dtaa.com",3
"Jack.Dexter.Hester@dtaa.com","Eagan.Arthur.Holman@dtaa.com",3
"Jack.Dexter.Hester@dtaa.com","Eric.Ulric.Conley@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","George.Kaseem.Cline@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","George.Rahim.Cross@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Guy.Quamar.Griffin@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Herrod.Len.Parker@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Ivan.Avram.Hanson@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Jane.Odessa.Mccullough@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Jescie.Oprah.Lara@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Jesse.Ciaran.Whitley@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Joel.Brenden.Vasquez@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","John.Griffith.Frost@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Joy.Yolanda.Beck@dtaa.com",2
"Jack.Dexter.Hester@dtaa.com","Kai.Susan.Chaney@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Kamal.Judah.Fox@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Kathleen.Molly.Hunter@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Keaton.Avram.Whitley@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Keegan.Ashton.Cervantes@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Kitra.Jenette.Patel@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Kitra.MacKensie.Dillon@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Kylan.Pamela.Barry@dtaa.com",2
"Jack.Dexter.Hester@dtaa.com","Laith.Arden.Gardner@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Lucas.Grady.Wyatt@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Mallory.Lynn.Osborn@dtaa.com",3
"Jack.Dexter.Hester@dtaa.com","Mariko.Zephr.Page@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Minerva.Jocelyn.Buckner@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Miranda.Natalie.Tate@dtaa.com",4
"Jack.Dexter.Hester@dtaa.com","Pandora.Charity.Mullins@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Prescott.Anthony.Whitley@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Russell.Len.Carpenter@dtaa.com",2
"Jack.Dexter.Hester@dtaa.com","Seth.Kasper.Nelson@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Sigourney.Erin.Gilbert@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Sybill.Savannah.Ellis@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Tad.Gabriel.Mays@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Tanisha.Chelsea.Preston@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Thomas.Jermaine.Combs@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Thomas.Luke.Gonzales@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Tucker.William.Mosley@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Wade.Castor.Cabrera@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Warren.Bruno.Yang@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Whilemina.Shafira.Perry@dtaa.com",1
"Jack.Dexter.Hester@dtaa.com","Yvonne.Adena.Porter@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Abigail.Brianna.Terrell@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Aline.Vanna.Rojas@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Autumn.Shaeleigh.Fox@dtaa.com",5
"Jack.Nicolas.Christensen@dtaa.com","Basil.Shad.Schwartz@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Calvin.Asher.Nguyen@dtaa.com",3
"Jack.Nicolas.Christensen@dtaa.com","Clementine.April.Juarez@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Cole.Thaddeus.Ellison@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Cora.Rose.Graves@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Cynthia.Blythe.Jenkins@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Dominic.Zeph.Johns@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Emerald.Glenna.Lester@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Geoffrey.Hamish.Wise@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Gisela.Kelsie.Yates@dtaa.com",8
"Jack.Nicolas.Christensen@dtaa.com","Giselle.Shellie.Barnett@dtaa.com",1
"Jack.Nicolas.Christensen@dtaa.com","Graiden.Tanek.Christensen@dtaa.com",2
